"site","location","plot","time","year","spec","cover.c","cover.p","cover.tot","w"
"GR","10x10",155,5,2002,"Festuca rubra",2,0.1,110.5,0.001
"GR","10x10",155,5,2002,"Festuca rupicola",3,2.5,110.5,0.023
"GR","10x10",155,5,2002,"Hieracium pilosella",3,2.5,110.5,0.023
"GR","10x10",155,5,2002,"Trisetum flavescens",3,2.5,110.5,0.023
"GR","10x10",155,6,2003,"Achillea millefolium",2,0.1,88.3,0.001
"GR","10x10",155,6,2003,"Agrostis capillaris",4,15.5,88.3,0.176
"GR","10x10",155,6,2003,"Arrhenatherum elatius",2,0.1,88.3,0.001
"GR","10x10",155,6,2003,"Dactylis glomerata",2,0.1,88.3,0.001
"GR","10x10",155,6,2003,"Eryngium campestre",3,2.5,88.3,0.028
"GR","10x10",155,6,2003,"Falcaria vulgaris",3,2.5,88.3,0.028
"GR","10x10",155,6,2003,"Festuca laevigata",6,62.5,88.3,0.708
"GR","10x10",155,6,2003,"Galium mollugo",3,2.5,88.3,0.028
"GR","10x10",155,6,2003,"Hypericum perforatum",3,2.5,88.3,0.028
"GR","10x10",155,7,2004,"Achillea millefolium",3,2.5,90.9,0.028
"GR","10x10",155,7,2004,"Arrhenatherum elatius",2,0.1,90.9,0.001
"GR","10x10",155,7,2004,"Dactylis glomerata",2,0.1,90.9,0.001
"GR","10x10",155,7,2004,"Eryngium campestre",3,2.5,90.9,0.028
"GR","10x10",155,7,2004,"Falcaria vulgaris",2,0.1,90.9,0.001
"GR","10x10",155,7,2004,"Festuca ovina",4,15.5,90.9,0.171
"GR","10x10",155,7,2004,"Festuca rupicola",3,2.5,90.9,0.028
"GR","10x10",155,7,2004,"Galium aparine",3,2.5,90.9,0.028
"GR","10x10",155,7,2004,"Hieracium umbellatum",3,2.5,90.9,0.028
"GR","10x10",155,7,2004,"Trisetum flavescens",2,0.1,90.9,0.001
"GR","10x10",155,7,2004,"Vicia hirsuta",6,62.5,90.9,0.688
"GR","10x10",155,8,2005,"Achillea millefolium",2,0.1,105.2,0.001
"GR","10x10",155,8,2005,"Achillea setacea",3,2.5,105.2,0.024
"GR","10x10",155,8,2005,"Agrostis capillaris",3,2.5,105.2,0.024
"GR","10x10",155,8,2005,"Arrhenatherum elatius",3,2.5,105.2,0.024
"GR","10x10",155,8,2005,"Eryngium campestre",3,2.5,105.2,0.024
"GR","10x10",155,8,2005,"Festuca ovina",7,87.5,105.2,0.832
"GR","10x10",155,8,2005,"Festuca rupicola",3,2.5,105.2,0.024
"GR","10x10",155,8,2005,"Galium mollugo",3,2.5,105.2,0.024
"GR","10x10",155,8,2005,"Hieracium pilosella",2,0.1,105.2,0.001
"GR","10x10",155,8,2005,"Trisetum flavescens",3,2.5,105.2,0.024
"GR","10x10",155,9,2006,"Achillea millefolium",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Achillea setacea",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Agrostis capillaris",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Arrhenatherum elatius",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Dactylis glomerata",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Eryngium campestre",3,2.5,91.4,0.027
"GR","10x10",155,9,2006,"Erysimum crepidifolium",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Falcaria vulgaris",3,2.5,91.4,0.027
"GR","10x10",155,9,2006,"Festuca ovina",6,62.5,91.4,0.684
"GR","10x10",155,9,2006,"Festuca rupicola",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Galium mollugo",3,2.5,91.4,0.027
"GR","10x10",155,9,2006,"Galium x pomeranicum",3,2.5,91.4,0.027
"GR","10x10",155,9,2006,"Hieracium pilosella",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Hieracium sabaudum",3,2.5,91.4,0.027
"GR","10x10",155,9,2006,"Poa pratensis",2,0.1,91.4,0.001
"GR","10x10",155,9,2006,"Vicia hirsuta",4,15.5,91.4,0.17
"GR","10x10",155,10,2007,"Achillea millefolium",3,2.5,106.1,0.024
"GR","10x10",155,10,2007,"Agrostis capillaris",4,15.5,106.1,0.146
"GR","10x10",155,10,2007,"Arrhenatherum elatius",3,2.5,106.1,0.024
"GR","10x10",155,10,2007,"Dactylis glomerata",2,0.1,106.1,0.001
"GR","10x10",155,10,2007,"Eryngium campestre",3,2.5,106.1,0.024
"GR","10x10",155,10,2007,"Festuca ovina",4,15.5,106.1,0.146
"GR","10x10",155,10,2007,"Festuca rupicola",3,2.5,106.1,0.024
"GR","10x10",155,10,2007,"Galium x pomeranicum",3,2.5,106.1,0.024
"GR","10x10",155,10,2007,"Poa pratensis",6,62.5,106.1,0.589
"GR","10x10",155,11,2008,"Arrhenatherum elatius",5,37.5,96.6,0.388
"GR","10x10",155,11,2008,"Dactylis glomerata",3,2.5,96.6,0.026
"GR","10x10",155,11,2008,"Erigeron acris",4,15.5,96.6,0.16
"GR","10x10",155,11,2008,"Falcaria vulgaris",3,2.5,96.6,0.026
"GR","10x10",155,11,2008,"Festuca ovina",4,15.5,96.6,0.16
"GR","10x10",155,11,2008,"Festuca rupicola",3,2.5,96.6,0.026
"GR","10x10",155,11,2008,"Galium x pomeranicum",3,2.5,96.6,0.026
"GR","10x10",155,11,2008,"Hieracium sabaudum",2,0.1,96.6,0.001
"GR","10x10",155,11,2008,"Rosa rubiginosa",4,15.5,96.6,0.16
"GR","10x10",155,11,2008,"Vicia hirsuta",3,2.5,96.6,0.026
"GR","10x10",155,12,2009,"Agrostis capillaris",3,2.5,90.6,0.028
"GR","10x10",155,12,2009,"Arrhenatherum elatius",6,62.5,90.6,0.69
"GR","10x10",155,12,2009,"Eryngium campestre",3,2.5,90.6,0.028
"GR","10x10",155,12,2009,"Festuca ovina",3,2.5,90.6,0.028
"GR","10x10",155,12,2009,"Festuca rupicola",3,2.5,90.6,0.028
"GR","10x10",155,12,2009,"Galium x pomeranicum",4,15.5,90.6,0.171
"GR","10x10",155,12,2009,"Hieracium sabaudum",2,0.1,90.6,0.001
"GR","10x10",155,12,2009,"Rosa rubiginosa",3,2.5,90.6,0.028
"GR","10x10",155,13,2010,"Agrostis capillaris",3,2.5,122.7,0.02
"GR","10x10",155,13,2010,"Arrhenatherum elatius",5,37.5,122.7,0.306
"GR","10x10",155,13,2010,"Eryngium campestre",3,2.5,122.7,0.02
"GR","10x10",155,13,2010,"Falcaria vulgaris",3,2.5,122.7,0.02
"GR","10x10",155,13,2010,"Festuca ovina",2,0.1,122.7,0.001
"GR","10x10",155,13,2010,"Festuca rubra",2,0.1,122.7,0.001
"GR","10x10",155,13,2010,"Festuca rupicola",5,37.5,122.7,0.306
"GR","10x10",155,13,2010,"Galium x pomeranicum",5,37.5,122.7,0.306
"GR","10x10",155,13,2010,"Trisetum flavescens",3,2.5,122.7,0.02
"GR","10x10",155,14,2011,"Arrhenatherum elatius",3,2.5,104.5,0.024
"GR","10x10",155,14,2011,"Eryngium campestre",4,15.5,104.5,0.148
"GR","10x10",155,14,2011,"Falcaria vulgaris",4,15.5,104.5,0.148
"GR","10x10",155,14,2011,"Festuca ovina",4,15.5,104.5,0.148
"GR","10x10",155,14,2011,"Festuca rupicola",5,37.5,104.5,0.359
"GR","10x10",155,14,2011,"Galium x pomeranicum",4,15.5,104.5,0.148
"GR","10x10",155,14,2011,"Vicia hirsuta",3,2.5,104.5,0.024
"GR","10x10",155,15,2012,"Arrhenatherum elatius",5,37.5,85.1,0.441
"GR","10x10",155,15,2012,"Eryngium campestre",3,2.5,85.1,0.029
"GR","10x10",155,15,2012,"Festuca ovina",3,2.5,85.1,0.029
"GR","10x10",155,15,2012,"Festuca rupicola",5,37.5,85.1,0.441
"GR","10x10",155,15,2012,"Galium x pomeranicum",3,2.5,85.1,0.029
"GR","10x10",155,15,2012,"Hypericum perforatum",2,0.1,85.1,0.001
"GR","10x10",155,15,2012,"Poa pratensis",3,2.5,85.1,0.029
"GR","10x10",155,16,2013,"Arrhenatherum elatius",4,15.5,76.4,0.203
"GR","10x10",155,16,2013,"Eryngium campestre",2,0.1,76.4,0.001
"GR","10x10",155,16,2013,"Falcaria vulgaris",2,0.1,76.4,0.001
"GR","10x10",155,16,2013,"Festuca ovina",5,37.5,76.4,0.491
"GR","10x10",155,16,2013,"Festuca rupicola",3,2.5,76.4,0.033
"GR","10x10",155,16,2013,"Galium x pomeranicum",4,15.5,76.4,0.203
"GR","10x10",155,16,2013,"Hypericum perforatum",3,2.5,76.4,0.033
"GR","10x10",155,16,2013,"Rosa rubiginosa",3,2.5,76.4,0.033
"GR","10x10",155,16,2013,"Vicia hirsuta",2,0.1,76.4,0.001
"GR","10x10",155,16,2013,"Vicia sativa",2,0.1,76.4,0.001
"GR","10x10",155,17,2014,"Arrhenatherum elatius",5,37.5,111.3,0.337
"GR","10x10",155,17,2014,"Dactylis glomerata",3,2.5,111.3,0.022
"GR","10x10",155,17,2014,"Eryngium campestre",3,2.5,111.3,0.022
"GR","10x10",155,17,2014,"Falcaria vulgaris",2,0.1,111.3,0.001
"GR","10x10",155,17,2014,"Festuca rupicola",5,37.5,111.3,0.337
"GR","10x10",155,17,2014,"Galium ochroleucum",4,15.5,111.3,0.139
"GR","10x10",155,17,2014,"Poa angustifolia",2,0.1,111.3,0.001
"GR","10x10",155,17,2014,"Rosa rubiginosa",4,15.5,111.3,0.139
"GR","10x10",155,17,2014,"Vicia hirsuta",2,0.1,111.3,0.001
"GR","10x10",155,18,2015,"Arrhenatherum elatius",4,15.5,76.2,0.203
"GR","10x10",155,18,2015,"Dactylis glomerata",3,2.5,76.2,0.033
"GR","10x10",155,18,2015,"Eryngium campestre",2,0.1,76.2,0.001
"GR","10x10",155,18,2015,"Festuca rupicola",5,37.5,76.2,0.492
"GR","10x10",155,18,2015,"Galium mollugo",4,15.5,76.2,0.203
"GR","10x10",155,18,2015,"Galium x pomeranicum",3,2.5,76.2,0.033
"GR","10x10",155,18,2015,"Poa pratensis",2,0.1,76.2,0.001
"GR","10x10",155,18,2015,"Rosa rubiginosa",3,2.5,76.2,0.033
"GR","10x10",155,20,2017,"Arrhenatherum elatius",4,15.5,94,0.165
"GR","10x10",155,20,2017,"Eryngium campestre",3,2.5,94,0.027
"GR","10x10",155,20,2017,"Erysimum crepidifolium",3,2.5,94,0.027
"GR","10x10",155,20,2017,"Festuca ovina",3,2.5,94,0.027
"GR","10x10",155,20,2017,"Festuca rupicola",4,15.5,94,0.165
"GR","10x10",155,20,2017,"Galium mollugo",5,37.5,94,0.399
"GR","10x10",155,20,2017,"Poa pratensis",4,15.5,94,0.165
"GR","10x10",155,20,2017,"Rosa rubiginosa",3,2.5,94,0.027
"GR","10x10",155,21,2018,"Arrhenatherum elatius",3,2.5,112.5,0.022
"GR","10x10",155,21,2018,"Dactylis glomerata",3,2.5,112.5,0.022
"GR","10x10",155,21,2018,"Eryngium campestre",3,2.5,112.5,0.022
"GR","10x10",155,21,2018,"Falcaria vulgaris",3,2.5,112.5,0.022
"GR","10x10",155,21,2018,"Festuca rupicola",6,62.5,112.5,0.556
"GR","10x10",155,21,2018,"Poa angustifolia",5,37.5,112.5,0.333
"GR","10x10",155,21,2018,"Poa pratensis",3,2.5,112.5,0.022
"GR","10x10",156,1,1998,"Agrimonia eupatoria",2,0.1,73.7,0.001
"GR","10x10",156,1,1998,"Agrostis capillaris",4,15.5,73.7,0.21
"GR","10x10",156,1,1998,"Dactylis glomerata",5,37.5,73.7,0.509
"GR","10x10",156,1,1998,"Eryngium campestre",3,2.5,73.7,0.034
"GR","10x10",156,1,1998,"Falcaria vulgaris",3,2.5,73.7,0.034
"GR","10x10",156,1,1998,"Festuca rupicola",4,15.5,73.7,0.21
"GR","10x10",156,1,1998,"Hieracium pilosella",2,0.1,73.7,0.001
"GR","10x10",156,2,1999,"Agrostis capillaris",5,37.5,98.2,0.382
"GR","10x10",156,2,1999,"Dactylis glomerata",4,15.5,98.2,0.158
"GR","10x10",156,2,1999,"Eryngium campestre",3,2.5,98.2,0.025
"GR","10x10",156,2,1999,"Festuca rupicola",5,37.5,98.2,0.382
"GR","10x10",156,2,1999,"Hieracium pilosella",3,2.5,98.2,0.025
"GR","10x10",156,2,1999,"Hypericum perforatum",2,0.1,98.2,0.001
"GR","10x10",156,2,1999,"Vicia hirsuta",3,2.5,98.2,0.025
"GR","10x10",156,2,1999,"Vulpia myuros",2,0.1,98.2,0.001
"GR","10x10",156,3,2000,"Acer campestre",2,0.1,92,0.001
"GR","10x10",156,3,2000,"Agrostis capillaris",4,15.5,92,0.168
"GR","10x10",156,3,2000,"Arabidopsis thaliana",2,0.1,92,0.001
"GR","10x10",156,3,2000,"Arrhenatherum elatius",2,0.1,92,0.001
"GR","10x10",156,3,2000,"Carduus acanthoides",2,0.1,92,0.001
"GR","10x10",156,3,2000,"Dactylis glomerata",4,15.5,92,0.168
"GR","10x10",156,3,2000,"Eryngium campestre",3,2.5,92,0.027
"GR","10x10",156,3,2000,"Erysimum crepidifolium",3,2.5,92,0.027
"GR","10x10",156,3,2000,"Falcaria vulgaris",3,2.5,92,0.027
"GR","10x10",156,3,2000,"Festuca rupicola",5,37.5,92,0.408
"GR","10x10",156,3,2000,"Galium x pomeranicum",2,0.1,92,0.001
"GR","10x10",156,3,2000,"Hieracium pilosella",4,15.5,92,0.168
"GR","10x10",156,4,2001,"Agrostis capillaris",6,62.5,96.4,0.648
"GR","10x10",156,4,2001,"Carduus acanthoides",2,0.1,96.4,0.001
"GR","10x10",156,4,2001,"Dactylis glomerata",4,15.5,96.4,0.161
"GR","10x10",156,4,2001,"Eryngium campestre",3,2.5,96.4,0.026
"GR","10x10",156,4,2001,"Erysimum crepidifolium",2,0.1,96.4,0.001
"GR","10x10",156,4,2001,"Festuca ovina",4,15.5,96.4,0.161
"GR","10x10",156,4,2001,"Festuca rubra",2,0.1,96.4,0.001
"GR","10x10",156,4,2001,"Hypericum perforatum",2,0.1,96.4,0.001
"GR","10x10",156,5,2002,"Agrostis capillaris",7,87.5,113.4,0.772
"GR","10x10",156,5,2002,"Arrhenatherum elatius",3,2.5,113.4,0.022
"GR","10x10",156,5,2002,"Eryngium campestre",3,2.5,113.4,0.022
"GR","10x10",156,5,2002,"Falcaria vulgaris",2,0.1,113.4,0.001
"GR","10x10",156,5,2002,"Festuca ovina",3,2.5,113.4,0.022
"GR","10x10",156,5,2002,"Festuca rupicola",3,2.5,113.4,0.022
"GR","10x10",156,5,2002,"Galium x pomeranicum",2,0.1,113.4,0.001
"GR","10x10",156,5,2002,"Hieracium pilosella",4,15.5,113.4,0.137
"GR","10x10",156,5,2002,"Hypericum perforatum",2,0.1,113.4,0.001
"GR","10x10",156,5,2002,"Trisetum flavescens",2,0.1,113.4,0.001
"GR","10x10",156,6,2003,"Achillea millefolium",2,0.1,112.9,0.001
"GR","10x10",156,6,2003,"Agrostis capillaris",6,62.5,112.9,0.554
"GR","10x10",156,6,2003,"Arrhenatherum elatius",3,2.5,112.9,0.022
"GR","10x10",156,6,2003,"Dactylis glomerata",2,0.1,112.9,0.001
"GR","10x10",156,6,2003,"Eryngium campestre",3,2.5,112.9,0.022
"GR","10x10",156,6,2003,"Falcaria vulgaris",3,2.5,112.9,0.022
"GR","10x10",156,6,2003,"Festuca laevigata",5,37.5,112.9,0.332
"GR","10x10",156,6,2003,"Galium mollugo",3,2.5,112.9,0.022
"GR","10x10",156,6,2003,"Hieracium pilosella",3,2.5,112.9,0.022
"GR","10x10",156,6,2003,"Hypericum perforatum",2,0.1,112.9,0.001
"GR","10x10",156,6,2003,"Koeleria macrantha",2,0.1,112.9,0.001
"GR","10x10",156,7,2004,"Agrostis capillaris",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Arabidopsis thaliana",2,0.1,108.3,0.001
"GR","10x10",156,7,2004,"Arrhenatherum elatius",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Dactylis glomerata",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Eryngium campestre",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Falcaria vulgaris",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Festuca ovina",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Festuca rupicola",5,37.5,108.3,0.346
"GR","10x10",156,7,2004,"Galium aparine",4,15.5,108.3,0.143
"GR","10x10",156,7,2004,"Galium x pomeranicum",3,2.5,108.3,0.023
"GR","10x10",156,7,2004,"Veronica arvensis",2,0.1,108.3,0.001
"GR","10x10",156,7,2004,"Vicia hirsuta",5,37.5,108.3,0.346
"GR","10x10",156,7,2004,"Viola arvensis",2,0.1,108.3,0.001
"GR","10x10",156,8,2005,"Agrostis capillaris",4,15.5,107.1,0.145
"GR","10x10",156,8,2005,"Arrhenatherum elatius",4,15.5,107.1,0.145
"GR","10x10",156,8,2005,"Dactylis glomerata",2,0.1,107.1,0.001
"GR","10x10",156,8,2005,"Eryngium campestre",4,15.5,107.1,0.145
"GR","10x10",156,8,2005,"Festuca ovina",3,2.5,107.1,0.023
"GR","10x10",156,8,2005,"Festuca rupicola",5,37.5,107.1,0.35
"GR","10x10",156,8,2005,"Galium mollugo",4,15.5,107.1,0.145
"GR","10x10",156,8,2005,"Galium x pomeranicum",3,2.5,107.1,0.023
"GR","10x10",156,8,2005,"Trisetum flavescens",3,2.5,107.1,0.023
"GR","10x10",156,9,2006,"Achillea millefolium",3,2.5,44.1,0.057
"GR","10x10",156,9,2006,"Achillea setacea",2,0.1,44.1,0.002
"GR","10x10",156,9,2006,"Arrhenatherum elatius",4,15.5,44.1,0.351
"GR","10x10",156,9,2006,"Dactylis glomerata",2,0.1,44.1,0.002
"GR","10x10",156,9,2006,"Eryngium campestre",2,0.1,44.1,0.002
"GR","10x10",156,9,2006,"Falcaria vulgaris",3,2.5,44.1,0.057
"GR","10x10",156,9,2006,"Festuca ovina",3,2.5,44.1,0.057
"GR","10x10",156,9,2006,"Festuca rupicola",4,15.5,44.1,0.351
"GR","10x10",156,9,2006,"Galium mollugo",3,2.5,44.1,0.057
"GR","10x10",156,9,2006,"Galium x pomeranicum",3,2.5,44.1,0.057
"GR","10x10",156,9,2006,"Koeleria macrantha",2,0.1,44.1,0.002
"GR","10x10",156,9,2006,"Veronica arvensis",2,0.1,44.1,0.002
"GR","10x10",156,9,2006,"Vicia hirsuta",2,0.1,44.1,0.002
"GR","10x10",156,10,2007,"Agrostis capillaris",3,2.5,56.8,0.044
"GR","10x10",156,10,2007,"Arrhenatherum elatius",3,2.5,56.8,0.044
"GR","10x10",156,10,2007,"Dactylis glomerata",2,0.1,56.8,0.002
"GR","10x10",156,10,2007,"Eryngium campestre",3,2.5,56.8,0.044
"GR","10x10",156,10,2007,"Falcaria vulgaris",2,0.1,56.8,0.002
"GR","10x10",156,10,2007,"Festuca ovina",3,2.5,56.8,0.044
"GR","10x10",156,10,2007,"Festuca rupicola",4,15.5,56.8,0.273
"GR","10x10",156,10,2007,"Galium x pomeranicum",4,15.5,56.8,0.273
"GR","10x10",156,10,2007,"Poa pratensis",4,15.5,56.8,0.273
"GR","10x10",156,10,2007,"Vicia sativa",2,0.1,56.8,0.002
"GR","10x10",156,11,2008,"Arrhenatherum elatius",7,87.5,115.6,0.757
"GR","10x10",156,11,2008,"Dactylis glomerata",3,2.5,115.6,0.022
"GR","10x10",156,11,2008,"Erigeron acris",2,0.1,115.6,0.001
"GR","10x10",156,11,2008,"Festuca ovina",3,2.5,115.6,0.022
"GR","10x10",156,11,2008,"Festuca rupicola",4,15.5,115.6,0.134
"GR","10x10",156,11,2008,"Galium x pomeranicum",3,2.5,115.6,0.022
"GR","10x10",156,11,2008,"Rosa rubiginosa",3,2.5,115.6,0.022
"GR","10x10",156,11,2008,"Vicia hirsuta",3,2.5,115.6,0.022
"GR","10x10",156,12,2009,"Agrostis capillaris",2,0.1,95.1,0.001
"GR","10x10",156,12,2009,"Arrhenatherum elatius",7,87.5,95.1,0.92
"GR","10x10",156,12,2009,"Eryngium campestre",3,2.5,95.1,0.026
"GR","10x10",156,12,2009,"Festuca rupicola",3,2.5,95.1,0.026
"GR","10x10",156,12,2009,"Galium x pomeranicum",3,2.5,95.1,0.026
"GR","10x10",156,13,2010,"Arrhenatherum elatius",6,62.5,105.2,0.594
"GR","10x10",156,13,2010,"Eryngium campestre",3,2.5,105.2,0.024
"GR","10x10",156,13,2010,"Festuca ovina",2,0.1,105.2,0.001
"GR","10x10",156,13,2010,"Festuca rupicola",3,2.5,105.2,0.024
"GR","10x10",156,13,2010,"Galium x pomeranicum",5,37.5,105.2,0.356
"GR","10x10",156,13,2010,"Trisetum flavescens",2,0.1,105.2,0.001
"GR","10x10",156,14,2011,"Arrhenatherum elatius",5,37.5,73.7,0.509
"GR","10x10",156,14,2011,"Dianthus carthusianorum",3,2.5,73.7,0.034
"GR","10x10",156,14,2011,"Eryngium campestre",3,2.5,73.7,0.034
"GR","10x10",156,14,2011,"Falcaria vulgaris",2,0.1,73.7,0.001
"GR","10x10",156,14,2011,"Festuca ovina",2,0.1,73.7,0.001
"GR","10x10",156,14,2011,"Festuca rupicola",4,15.5,73.7,0.21
"GR","10x10",156,14,2011,"Galium x pomeranicum",4,15.5,73.7,0.21
"GR","10x10",156,15,2012,"Arrhenatherum elatius",5,37.5,93.3,0.402
"GR","10x10",156,15,2012,"Dactylis glomerata",2,0.1,93.3,0.001
"GR","10x10",156,15,2012,"Eryngium campestre",3,2.5,93.3,0.027
"GR","10x10",156,15,2012,"Festuca ovina",2,0.1,93.3,0.001
"GR","10x10",156,15,2012,"Festuca rupicola",5,37.5,93.3,0.402
"GR","10x10",156,15,2012,"Galium x pomeranicum",4,15.5,93.3,0.166
"GR","10x10",156,15,2012,"Trisetum flavescens",2,0.1,93.3,0.001
"GR","10x10",156,16,2013,"Achillea millefolium",3,2.5,103.2,0.024
"GR","10x10",156,16,2013,"Achillea setacea",3,2.5,103.2,0.024
"GR","10x10",156,16,2013,"Arrhenatherum elatius",5,37.5,103.2,0.363
"GR","10x10",156,16,2013,"Eryngium campestre",3,2.5,103.2,0.024
"GR","10x10",156,16,2013,"Falcaria vulgaris",2,0.1,103.2,0.001
"GR","10x10",156,16,2013,"Festuca ovina",3,2.5,103.2,0.024
"GR","10x10",156,16,2013,"Festuca rubra",3,2.5,103.2,0.024
"GR","10x10",156,16,2013,"Festuca rupicola",4,15.5,103.2,0.15
"GR","10x10",156,16,2013,"Galium x pomeranicum",5,37.5,103.2,0.363
"GR","10x10",156,16,2013,"Vicia hirsuta",2,0.1,103.2,0.001
"GR","10x10",156,17,2014,"Agrostis capillaris",3,2.5,119.2,0.021
"GR","10x10",156,17,2014,"Arrhenatherum elatius",6,62.5,119.2,0.524
"GR","10x10",156,17,2014,"Dactylis glomerata",3,2.5,119.2,0.021
"GR","10x10",156,17,2014,"Eryngium campestre",2,0.1,119.2,0.001
"GR","10x10",156,17,2014,"Falcaria vulgaris",3,2.5,119.2,0.021
"GR","10x10",156,17,2014,"Festuca rubra",3,2.5,119.2,0.021
"GR","10x10",156,17,2014,"Festuca rupicola",4,15.5,119.2,0.13
"GR","10x10",156,17,2014,"Galium ochroleucum",4,15.5,119.2,0.13
"GR","10x10",156,17,2014,"Rosa rubiginosa",4,15.5,119.2,0.13
"GR","10x10",156,17,2014,"Vicia hirsuta",2,0.1,119.2,0.001
"GR","10x10",156,18,2015,"Arrhenatherum elatius",5,37.5,133,0.282
"GR","10x10",156,18,2015,"Dactylis glomerata",3,2.5,133,0.019
"GR","10x10",156,18,2015,"Eryngium campestre",4,15.5,133,0.117
"GR","10x10",156,18,2015,"Festuca rupicola",5,37.5,133,0.282
"GR","10x10",156,18,2015,"Galium x pomeranicum",5,37.5,133,0.282
