"site","location","plot","time","year","spec","cover.c","cover.p","cover.tot","w"
"BR","K",1,5,1998,"Taraxacum officinale",2,0.1,105.8,0.001
"BR","K",1,6,1999,"Achillea millefolium",2,0.1,118.9,0.001
"BR","K",1,6,1999,"Cirsium arvense",4,15.5,118.9,0.13
"BR","K",1,6,1999,"Crepis biennis",2,0.1,118.9,0.001
"BR","K",1,6,1999,"Elytrigia arenosa",7,87.5,118.9,0.736
"BR","K",1,6,1999,"Lolium perenne",2,0.1,118.9,0.001
"BR","K",1,6,1999,"Poa pratensis",2,0.1,118.9,0.001
"BR","K",1,6,1999,"Taraxacum officinale",4,15.5,118.9,0.13
"BR","K",1,7,2000,"Cirsium arvense",4,15.5,95.5,0.162
"BR","K",1,7,2000,"Crepis biennis",3,2.5,95.5,0.026
"BR","K",1,7,2000,"Elytrigia arenosa",5,37.5,95.5,0.393
"BR","K",1,7,2000,"Poa pratensis",3,2.5,95.5,0.026
"BR","K",1,7,2000,"Taraxacum officinale",5,37.5,95.5,0.393
"BR","K",1,8,2001,"Agrostis capillaris",2,0.1,116.9,0.001
"BR","K",1,8,2001,"Cirsium arvense",4,15.5,116.9,0.133
"BR","K",1,8,2001,"Cirsium vulgare",2,0.1,116.9,0.001
"BR","K",1,8,2001,"Dactylis glomerata",4,15.5,116.9,0.133
"BR","K",1,8,2001,"Elytrigia arenosa",6,62.5,116.9,0.535
"BR","K",1,8,2001,"Geranium molle",2,0.1,116.9,0.001
"BR","K",1,8,2001,"Leontodon autumnalis",3,2.5,116.9,0.021
"BR","K",1,8,2001,"Poa trivialis",4,15.5,116.9,0.133
"BR","K",1,8,2001,"Taraxacum officinale",3,2.5,116.9,0.021
"BR","K",1,8,2001,"Trifolium repens",3,2.5,116.9,0.021
"BR","K",1,8,2001,"Tripleurospermum perforatum",2,0.1,116.9,0.001
"BR","K",1,9,2002,"Arrhenatherum elatius",4,15.5,74,0.209
"BR","K",1,9,2002,"Cirsium arvense",3,2.5,74,0.034
"BR","K",1,9,2002,"Cirsium vulgare",2,0.1,74,0.001
"BR","K",1,9,2002,"Dactylis glomerata",4,15.5,74,0.209
"BR","K",1,9,2002,"Elytrigia arenosa",5,37.5,74,0.507
"BR","K",1,9,2002,"Festuca rubra",2,0.1,74,0.001
"BR","K",1,9,2002,"Holcus lanatus",2,0.1,74,0.001
"BR","K",1,9,2002,"Poa pratensis",2,0.1,74,0.001
"BR","K",1,9,2002,"Poa trivialis",3,2.5,74,0.034
"BR","K",1,9,2002,"Taraxacum laevigatum",2,0.1,74,0.001
"BR","K",1,10,2003,"Arrhenatherum elatius",4,15.5,101.2,0.153
"BR","K",1,10,2003,"Cirsium arvense",3,2.5,101.2,0.025
"BR","K",1,10,2003,"Cirsium vulgare",2,0.1,101.2,0.001
"BR","K",1,10,2003,"Dactylis glomerata",4,15.5,101.2,0.153
"BR","K",1,10,2003,"Elytrigia arenosa",6,62.5,101.2,0.618
"BR","K",1,10,2003,"Holcus lanatus",3,2.5,101.2,0.025
"BR","K",1,10,2003,"Poa pratensis",3,2.5,101.2,0.025
"BR","K",1,10,2003,"Taraxacum laevigatum",2,0.1,101.2,0.001
"BR","K",1,11,2004,"Arrhenatherum elatius",6,62.5,101,0.619
"BR","K",1,11,2004,"Cirsium arvense",4,15.5,101,0.153
"BR","K",1,11,2004,"Cirsium vulgare",3,2.5,101,0.025
"BR","K",1,11,2004,"Dactylis glomerata",3,2.5,101,0.025
"BR","K",1,11,2004,"Elytrigia arenosa",4,15.5,101,0.153
"BR","K",1,11,2004,"Poa pratensis",3,2.5,101,0.025
"BR","K",1,12,2005,"Arrhenatherum elatius",7,87.5,131,0.668
"BR","K",1,12,2005,"Cirsium arvense",4,15.5,131,0.118
"BR","K",1,12,2005,"Cirsium vulgare",3,2.5,131,0.019
"BR","K",1,12,2005,"Dactylis glomerata",3,2.5,131,0.019
"BR","K",1,12,2005,"Epilobium tetragonum",4,15.5,131,0.118
"BR","K",1,12,2005,"Festuca rubra",3,2.5,131,0.019
"BR","K",1,12,2005,"Holcus lanatus",3,2.5,131,0.019
"BR","K",1,12,2005,"Poa pratensis",3,2.5,131,0.019
"BR","K",1,13,2006,"Arrhenatherum elatius",3,2.5,136.2,0.018
"BR","K",1,13,2006,"Cirsium arvense",4,15.5,136.2,0.114
"BR","K",1,13,2006,"Cirsium vulgare",2,0.1,136.2,0.001
"BR","K",1,13,2006,"Dactylis glomerata",4,15.5,136.2,0.114
"BR","K",1,13,2006,"Epilobium tetragonum",5,37.5,136.2,0.275
"BR","K",1,13,2006,"Holcus lanatus",6,62.5,136.2,0.459
"BR","K",1,13,2006,"Poa pratensis",3,2.5,136.2,0.018
"BR","K",1,13,2006,"Vicia hirsuta",2,0.1,136.2,0.001
"BR","K",1,14,2007,"Arrhenatherum elatius",4,15.5,71.2,0.218
"BR","K",1,14,2007,"Cirsium arvense",3,2.5,71.2,0.035
"BR","K",1,14,2007,"Elytrigia arenosa",4,15.5,71.2,0.218
"BR","K",1,14,2007,"Holcus lanatus",5,37.5,71.2,0.527
"BR","K",1,14,2007,"Poa pratensis",2,0.1,71.2,0.001
"BR","K",1,14,2007,"Valeriana officinalis",2,0.1,71.2,0.001
"BR","K",1,15,2008,"Arrhenatherum elatius",5,37.5,123.3,0.304
"BR","K",1,15,2008,"Cirsium arvense",3,2.5,123.3,0.02
"BR","K",1,15,2008,"Dactylis glomerata",3,2.5,123.3,0.02
"BR","K",1,15,2008,"Holcus lanatus",4,15.5,123.3,0.126
"BR","K",1,15,2008,"Plantago lanceolata",2,0.1,123.3,0.001
"BR","K",1,15,2008,"Poa pratensis",6,62.5,123.3,0.507
"BR","K",1,15,2008,"Rumex acetosa",2,0.1,123.3,0.001
"BR","K",1,15,2008,"Rumex crispus",2,0.1,123.3,0.001
"BR","K",1,15,2008,"Vicia sativa",3,2.5,123.3,0.02
"BR","K",1,16,2009,"Arrhenatherum elatius",4,15.5,49.2,0.315
"BR","K",1,16,2009,"Cirsium arvense",3,2.5,49.2,0.051
"BR","K",1,16,2009,"Dactylis glomerata",4,15.5,49.2,0.315
"BR","K",1,16,2009,"Elytrigia arenosa",2,0.1,49.2,0.002
"BR","K",1,16,2009,"Festuca rubra",4,15.5,49.2,0.315
"BR","K",1,16,2009,"Vicia tetrasperma",2,0.1,49.2,0.002
"BR","K",1,17,2010,"Arrhenatherum elatius",5,37.5,118,0.318
"BR","K",1,17,2010,"Cirsium arvense",4,15.5,118,0.131
"BR","K",1,17,2010,"Holcus lanatus",3,2.5,118,0.021
"BR","K",1,17,2010,"Poa pratensis",6,62.5,118,0.53
"BR","K",1,19,2012,"Arrhenatherum elatius",4,15.5,124.7,0.124
"BR","K",1,19,2012,"Cirsium arvense",4,15.5,124.7,0.124
"BR","K",1,19,2012,"Dactylis glomerata",4,15.5,124.7,0.124
"BR","K",1,19,2012,"Holcus lanatus",2,0.1,124.7,0.001
"BR","K",1,19,2012,"Poa pratensis",6,62.5,124.7,0.501
"BR","K",1,19,2012,"Trisetum flavescens",2,0.1,124.7,0.001
"BR","K",1,19,2012,"Valeriana officinalis",4,15.5,124.7,0.124
"BR","K",1,20,2013,"Alopecurus pratensis",3,2.5,73,0.034
"BR","K",1,20,2013,"Carex hirta",2,0.1,73,0.001
"BR","K",1,20,2013,"Cirsium arvense",3,2.5,73,0.034
"BR","K",1,20,2013,"Crataegus monogyna",2,0.1,73,0.001
"BR","K",1,20,2013,"Dactylis glomerata",3,2.5,73,0.034
"BR","K",1,20,2013,"Festuca rubra",2,0.1,73,0.001
"BR","K",1,20,2013,"Holcus lanatus",3,2.5,73,0.034
"BR","K",1,20,2013,"Poa pratensis",6,62.5,73,0.856
"BR","K",1,20,2013,"Solidago canadensis",2,0.1,73,0.001
"BR","K",1,20,2013,"Valeriana officinalis",2,0.1,73,0.001
"BR","K",1,21,2014,"Carex hirta",4,15.5,128.5,0.121
"BR","K",1,21,2014,"Crataegus monogyna",3,2.5,128.5,0.019
"BR","K",1,21,2014,"Festuca rubra",3,2.5,128.5,0.019
"BR","K",1,21,2014,"Holcus mollis",3,2.5,128.5,0.019
"BR","K",1,21,2014,"Poa pratensis",7,87.5,128.5,0.681
"BR","K",1,21,2014,"Solidago canadensis",3,2.5,128.5,0.019
"BR","K",1,21,2014,"Valeriana officinalis",4,15.5,128.5,0.121
"BR","K",1,22,2015,"Carex hirta",4,15.5,99,0.157
"BR","K",1,22,2015,"Cirsium arvense",3,2.5,99,0.025
"BR","K",1,22,2015,"Cirsium vulgare",3,2.5,99,0.025
"BR","K",1,22,2015,"Crataegus monogyna",3,2.5,99,0.025
"BR","K",1,22,2015,"Festuca rubra",3,2.5,99,0.025
"BR","K",1,22,2015,"Geum urbanum",3,2.5,99,0.025
"BR","K",1,22,2015,"Holcus lanatus",4,15.5,99,0.157
"BR","K",1,22,2015,"Poa pratensis",5,37.5,99,0.379
"BR","K",1,22,2015,"Solidago canadensis",3,2.5,99,0.025
"BR","K",1,22,2015,"Valeriana officinalis",4,15.5,99,0.157
"BR","K",1,23,2016,"Arrhenatherum elatius",3,2.5,107.4,0.023
"BR","K",1,23,2016,"Carex hirta",5,37.5,107.4,0.349
"BR","K",1,23,2016,"Cirsium arvense",2,0.1,107.4,0.001
"BR","K",1,23,2016,"Crataegus monogyna",4,15.5,107.4,0.144
"BR","K",1,23,2016,"Epilobium tetragonum",2,0.1,107.4,0.001
"BR","K",1,23,2016,"Geum urbanum",2,0.1,107.4,0.001
"BR","K",1,23,2016,"Holcus lanatus",3,2.5,107.4,0.023
"BR","K",1,23,2016,"Poa pratensis",4,15.5,107.4,0.144
"BR","K",1,23,2016,"Rubus idaeus",3,2.5,107.4,0.023
"BR","K",1,23,2016,"Solidago canadensis",4,15.5,107.4,0.144
"BR","K",1,23,2016,"Valeriana officinalis",4,15.5,107.4,0.144
"BR","K",1,23,2016,"Vicia hirsuta",2,0.1,107.4,0.001
"BR","K",1,24,2017,"Arrhenatherum elatius",3,2.5,125.1,0.02
"BR","K",1,24,2017,"Carex hirta",4,15.5,125.1,0.124
"BR","K",1,24,2017,"Cirsium arvense",3,2.5,125.1,0.02
"BR","K",1,24,2017,"Crataegus monogyna",4,15.5,125.1,0.124
"BR","K",1,24,2017,"Dactylis glomerata",3,2.5,125.1,0.02
"BR","K",1,24,2017,"Holcus lanatus",4,15.5,125.1,0.124
"BR","K",1,24,2017,"Poa pratensis",5,37.5,125.1,0.3
"BR","K",1,24,2017,"Rubus idaeus",4,15.5,125.1,0.124
"BR","K",1,24,2017,"Solidago canadensis",3,2.5,125.1,0.02
"BR","K",1,24,2017,"Valeriana officinalis",4,15.5,125.1,0.124
"BR","K",1,24,2017,"Vicia hirsuta",2,0.1,125.1,0.001
"BR","K",1,25,2018,"Carex hirta",4,15.5,133.6,0.116
"BR","K",1,25,2018,"Cirsium arvense",2,0.1,133.6,0.001
"BR","K",1,25,2018,"Crataegus monogyna",5,37.5,133.6,0.281
"BR","K",1,25,2018,"Poa pratensis",6,62.5,133.6,0.468
"BR","K",1,25,2018,"Rubus idaeus",4,15.5,133.6,0.116
"BR","K",1,25,2018,"Solidago canadensis",3,2.5,133.6,0.019
"BR","K",2,1,1994,"Medicago lupulina",3,2.5,102,0.025
"BR","K",2,1,1994,"Taraxacum officinale",4,15.5,102,0.152
"BR","K",2,1,1994,"Trifolium hybridum",4,15.5,102,0.152
"BR","K",2,1,1994,"Trifolium pratense",5,37.5,102,0.368
"BR","K",2,1,1994,"Trifolium repens",4,15.5,102,0.152
"BR","K",2,1,1994,"Tripleurospermum perforatum",4,15.5,102,0.152
"BR","K",2,2,1995,"Apera spica-venti",2,0.1,108.2,0.001
"BR","K",2,2,1995,"Elytrigia arenosa",2,0.1,108.2,0.001
"BR","K",2,2,1995,"Medicago lupulina",3,2.5,108.2,0.023
"BR","K",2,2,1995,"Taraxacum officinale",4,15.5,108.2,0.143
"BR","K",2,2,1995,"Trifolium pratense",3,2.5,108.2,0.023
"BR","K",2,2,1995,"Trifolium repens",7,87.5,108.2,0.809
"BR","K",2,3,1996,"Elytrigia arenosa",5,37.5,115,0.326
"BR","K",2,3,1996,"Taraxacum officinale",5,37.5,115,0.326
"BR","K",2,3,1996,"Trifolium pratense",3,2.5,115,0.022
"BR","K",2,3,1996,"Trifolium repens",5,37.5,115,0.326
"BR","K",2,4,1997,"Elytrigia arenosa",7,87.5,90.1,0.971
"BR","K",2,4,1997,"Taraxacum officinale",3,2.5,90.1,0.028
"BR","K",2,4,1997,"Trifolium repens",2,0.1,90.1,0.001
"BR","K",2,5,1998,"Cirsium arvense",5,37.5,100.2,0.374
"BR","K",2,5,1998,"Elytrigia arenosa",6,62.5,100.2,0.624
"BR","K",2,5,1998,"Holcus lanatus",2,0.1,100.2,0.001
"BR","K",2,5,1998,"Lolium perenne",2,0.1,100.2,0.001
"BR","K",2,6,1999,"Cirsium arvense",5,37.5,102.6,0.365
"BR","K",2,6,1999,"Elytrigia arenosa",6,62.5,102.6,0.609
"BR","K",2,6,1999,"Lolium perenne",2,0.1,102.6,0.001
"BR","K",2,6,1999,"Taraxacum officinale",3,2.5,102.6,0.024
"BR","K",2,7,2000,"Cirsium arvense",4,15.5,71.1,0.218
"BR","K",2,7,2000,"Elytrigia arenosa",5,37.5,71.1,0.527
"BR","K",2,7,2000,"Equisetum arvense",2,0.1,71.1,0.001
"BR","K",2,7,2000,"Poa pratensis",3,2.5,71.1,0.035
"BR","K",2,7,2000,"Taraxacum officinale",4,15.5,71.1,0.218
"BR","K",2,8,2001,"Cirsium arvense",4,15.5,91.7,0.169
"BR","K",2,8,2001,"Dactylis glomerata",4,15.5,91.7,0.169
"BR","K",2,8,2001,"Elytrigia arenosa",5,37.5,91.7,0.409
"BR","K",2,8,2001,"Festuca rubra",3,2.5,91.7,0.027
"BR","K",2,8,2001,"Poa pratensis",3,2.5,91.7,0.027
"BR","K",2,8,2001,"Poa trivialis",4,15.5,91.7,0.169
"BR","K",2,8,2001,"Trifolium hybridum",2,0.1,91.7,0.001
"BR","K",2,8,2001,"Trifolium repens",3,2.5,91.7,0.027
"BR","K",2,8,2001,"Vicia tetrasperma",2,0.1,91.7,0.001
"BR","K",2,9,2002,"Agrostis stolonifera",3,2.5,56.8,0.044
"BR","K",2,9,2002,"Arrhenatherum elatius",4,15.5,56.8,0.273
"BR","K",2,9,2002,"Cirsium arvense",3,2.5,56.8,0.044
"BR","K",2,9,2002,"Dactylis glomerata",4,15.5,56.8,0.273
"BR","K",2,9,2002,"Elytrigia arenosa",4,15.5,56.8,0.273
"BR","K",2,9,2002,"Holcus lanatus",2,0.1,56.8,0.002
"BR","K",2,9,2002,"Poa pratensis",3,2.5,56.8,0.044
"BR","K",2,9,2002,"Poa trivialis",3,2.5,56.8,0.044
"BR","K",2,9,2002,"Solidago canadensis",2,0.1,56.8,0.002
"BR","K",2,9,2002,"Vicia cracca",2,0.1,56.8,0.002
"BR","K",2,10,2003,"Arrhenatherum elatius",3,2.5,76,0.033
"BR","K",2,10,2003,"Cirsium arvense",3,2.5,76,0.033
"BR","K",2,10,2003,"Dactylis glomerata",4,15.5,76,0.204
"BR","K",2,10,2003,"Elytrigia arenosa",5,37.5,76,0.493
"BR","K",2,10,2003,"Poa pratensis",4,15.5,76,0.204
"BR","K",2,10,2003,"Solidago canadensis",3,2.5,76,0.033
"BR","K",2,11,2004,"Arrhenatherum elatius",5,37.5,104.6,0.359
"BR","K",2,11,2004,"Cirsium arvense",3,2.5,104.6,0.024
"BR","K",2,11,2004,"Elytrigia arenosa",4,15.5,104.6,0.148
"BR","K",2,11,2004,"Plantago lanceolata",2,0.1,104.6,0.001
"BR","K",2,11,2004,"Poa pratensis",4,15.5,104.6,0.148
"BR","K",2,11,2004,"Solidago canadensis",3,2.5,104.6,0.024
"BR","K",2,11,2004,"Vicia hirsuta",4,15.5,104.6,0.148
"BR","K",2,11,2004,"Vicia sativa",4,15.5,104.6,0.148
"BR","K",2,12,2005,"Arrhenatherum elatius",5,37.5,104.5,0.359
"BR","K",2,12,2005,"Cirsium arvense",4,15.5,104.5,0.148
"BR","K",2,12,2005,"Cirsium vulgare",3,2.5,104.5,0.024
"BR","K",2,12,2005,"Elytrigia arenosa",3,2.5,104.5,0.024
"BR","K",2,12,2005,"Holcus lanatus",4,15.5,104.5,0.148
"BR","K",2,12,2005,"Poa pratensis",4,15.5,104.5,0.148
"BR","K",2,12,2005,"Solidago canadensis",4,15.5,104.5,0.148
"BR","K",2,13,2006,"Arrhenatherum elatius",4,15.5,122.6,0.126
"BR","K",2,13,2006,"Cirsium arvense",3,2.5,122.6,0.02
"BR","K",2,13,2006,"Cirsium vulgare",2,0.1,122.6,0.001
"BR","K",2,13,2006,"Dactylis glomerata",4,15.5,122.6,0.126
"BR","K",2,13,2006,"Elytrigia arenosa",3,2.5,122.6,0.02
"BR","K",2,13,2006,"Epilobium tetragonum",4,15.5,122.6,0.126
"BR","K",2,13,2006,"Festuca rubra",4,15.5,122.6,0.126
"BR","K",2,13,2006,"Holcus lanatus",3,2.5,122.6,0.02
"BR","K",2,13,2006,"Poa pratensis",4,15.5,122.6,0.126
"BR","K",2,13,2006,"Solidago canadensis",5,37.5,122.6,0.306
"BR","K",2,14,2007,"Alopecurus pratensis",3,2.5,60.6,0.041
"BR","K",2,14,2007,"Cirsium arvense",2,0.1,60.6,0.002
"BR","K",2,14,2007,"Elytrigia arenosa",5,37.5,60.6,0.619
"BR","K",2,14,2007,"Holcus lanatus",4,15.5,60.6,0.256
"BR","K",2,14,2007,"Poa pratensis",3,2.5,60.6,0.041
"BR","K",2,14,2007,"Valeriana officinalis",3,2.5,60.6,0.041
"BR","K",2,15,2008,"Arrhenatherum elatius",4,15.5,101.2,0.153
"BR","K",2,15,2008,"Dactylis glomerata",3,2.5,101.2,0.025
"BR","K",2,15,2008,"Festuca rubra",3,2.5,101.2,0.025
"BR","K",2,15,2008,"Holcus lanatus",3,2.5,101.2,0.025
"BR","K",2,15,2008,"Poa pratensis",6,62.5,101.2,0.618
"BR","K",2,15,2008,"Solidago canadensis",4,15.5,101.2,0.153
"BR","K",2,15,2008,"Valeriana officinalis",2,0.1,101.2,0.001
"BR","K",2,15,2008,"Vicia sativa",2,0.1,101.2,0.001
"BR","K",2,16,2009,"Arrhenatherum elatius",4,15.5,99.6,0.156
"BR","K",2,16,2009,"Cirsium arvense",2,0.1,99.6,0.001
"BR","K",2,16,2009,"Dactylis glomerata",4,15.5,99.6,0.156
"BR","K",2,16,2009,"Festuca rubra",4,15.5,99.6,0.156
"BR","K",2,16,2009,"Poa pratensis",4,15.5,99.6,0.156
"BR","K",2,16,2009,"Solidago canadensis",5,37.5,99.6,0.377
"BR","K",2,17,2010,"Arrhenatherum elatius",4,15.5,98.3,0.158
"BR","K",2,17,2010,"Cirsium arvense",2,0.1,98.3,0.001
"BR","K",2,17,2010,"Dactylis glomerata",3,2.5,98.3,0.025
"BR","K",2,17,2010,"Festuca rubra",3,2.5,98.3,0.025
"BR","K",2,17,2010,"Holcus lanatus",3,2.5,98.3,0.025
"BR","K",2,17,2010,"Poa pratensis",5,37.5,98.3,0.381
"BR","K",2,17,2010,"Solidago canadensis",5,37.5,98.3,0.381
"BR","K",2,17,2010,"Valeriana officinalis",2,0.1,98.3,0.001
"BR","K",2,17,2010,"Vicia hirsuta",2,0.1,98.3,0.001
"BR","K",2,19,2012,"Arrhenatherum elatius",4,15.5,124.3,0.125
"BR","K",2,19,2012,"Cirsium arvense",3,2.5,124.3,0.02
"BR","K",2,19,2012,"Elaeagnus angustifolia",2,0.1,124.3,0.001
"BR","K",2,19,2012,"Festuca rubra",5,37.5,124.3,0.302
"BR","K",2,19,2012,"Holcus lanatus",2,0.1,124.3,0.001
"BR","K",2,19,2012,"Plantago lanceolata",2,0.1,124.3,0.001
"BR","K",2,19,2012,"Poa pratensis",4,15.5,124.3,0.125
"BR","K",2,19,2012,"Solidago canadensis",5,37.5,124.3,0.302
"BR","K",2,19,2012,"Valeriana officinalis",4,15.5,124.3,0.125
"BR","K",2,20,2013,"Alopecurus pratensis",3,2.5,78.7,0.032
"BR","K",2,20,2013,"Arrhenatherum elatius",3,2.5,78.7,0.032
"BR","K",2,20,2013,"Cirsium arvense",2,0.1,78.7,0.001
"BR","K",2,20,2013,"Dactylis glomerata",3,2.5,78.7,0.032
"BR","K",2,20,2013,"Epilobium tetragonum",3,2.5,78.7,0.032
"BR","K",2,20,2013,"Festuca rubra",4,15.5,78.7,0.197
"BR","K",2,20,2013,"Phleum pratense",2,0.1,78.7,0.001
"BR","K",2,20,2013,"Poa pratensis",4,15.5,78.7,0.197
"BR","K",2,20,2013,"Solidago canadensis",5,37.5,78.7,0.476
"BR","K",2,21,2014,"Arrhenatherum elatius",3,2.5,110.1,0.023
"BR","K",2,21,2014,"Epilobium tetragonum",3,2.5,110.1,0.023
"BR","K",2,21,2014,"Festuca rubra",3,2.5,110.1,0.023
"BR","K",2,21,2014,"Plantago lanceolata",2,0.1,110.1,0.001
"BR","K",2,21,2014,"Poa pratensis",6,62.5,110.1,0.568
"BR","K",2,21,2014,"Solidago canadensis",5,37.5,110.1,0.341
"BR","K",2,21,2014,"Valeriana officinalis",3,2.5,110.1,0.023
"BR","K",2,22,2015,"Cirsium arvense",3,2.5,103.6,0.024
"BR","K",2,22,2015,"Cirsium vulgare",2,0.1,103.6,0.001
"BR","K",2,22,2015,"Epilobium tetragonum",3,2.5,103.6,0.024
"BR","K",2,22,2015,"Festuca rubra",4,15.5,103.6,0.15
"BR","K",2,22,2015,"Geum urbanum",3,2.5,103.6,0.024
"BR","K",2,22,2015,"Poa pratensis",3,2.5,103.6,0.024
"BR","K",2,22,2015,"Solidago canadensis",6,62.5,103.6,0.603
"BR","K",2,22,2015,"Valeriana officinalis",4,15.5,103.6,0.15
"BR","K",2,23,2016,"Arrhenatherum elatius",3,2.5,116.4,0.021
"BR","K",2,23,2016,"Carex hirta",3,2.5,116.4,0.021
"BR","K",2,23,2016,"Cirsium arvense",2,0.1,116.4,0.001
"BR","K",2,23,2016,"Epilobium tetragonum",3,2.5,116.4,0.021
"BR","K",2,23,2016,"Festuca rubra",5,37.5,116.4,0.322
"BR","K",2,23,2016,"Geum urbanum",2,0.1,116.4,0.001
"BR","K",2,23,2016,"Juncus effusus",2,0.1,116.4,0.001
"BR","K",2,23,2016,"Poa pratensis",3,2.5,116.4,0.021
"BR","K",2,23,2016,"Rubus idaeus",4,15.5,116.4,0.133
"BR","K",2,23,2016,"Solidago canadensis",5,37.5,116.4,0.322
"BR","K",2,23,2016,"Valeriana officinalis",4,15.5,116.4,0.133
"BR","K",2,23,2016,"Vicia hirsuta",2,0.1,116.4,0.001
"BR","K",2,24,2017,"Arrhenatherum elatius",2,0.1,118.5,0.001
"BR","K",2,24,2017,"Carex hirta",2,0.1,118.5,0.001
"BR","K",2,24,2017,"Dactylis glomerata",2,0.1,118.5,0.001
"BR","K",2,24,2017,"Epilobium tetragonum",2,0.1,118.5,0.001
"BR","K",2,24,2017,"Plantago lanceolata",2,0.1,118.5,0.001
"BR","K",2,24,2017,"Poa pratensis",4,15.5,118.5,0.131
"BR","K",2,24,2017,"Rubus idaeus",5,37.5,118.5,0.316
"BR","K",2,24,2017,"Solidago canadensis",6,62.5,118.5,0.527
"BR","K",2,24,2017,"Valeriana officinalis",3,2.5,118.5,0.021
"BR","K",2,25,2018,"Arrhenatherum elatius",2,0.1,121,0.001
"BR","K",2,25,2018,"Carex hirta",3,2.5,121,0.021
"BR","K",2,25,2018,"Cirsium arvense",2,0.1,121,0.001
"BR","K",2,25,2018,"Epilobium tetragonum",2,0.1,121,0.001
"BR","K",2,25,2018,"Geum urbanum",3,2.5,121,0.021
"BR","K",2,25,2018,"Holcus lanatus",2,0.1,121,0.001
"BR","K",2,25,2018,"Myosotis arvensis",2,0.1,121,0.001
"BR","K",2,25,2018,"Poa pratensis",5,37.5,121,0.31
"BR","K",2,25,2018,"Rubus idaeus",4,15.5,121,0.128
"BR","K",2,25,2018,"Solidago canadensis",6,62.5,121,0.517
"BR","K",3,1,1994,"Medicago lupulina",3,2.5,86.6,0.029
"BR","K",3,1,1994,"Taraxacum officinale",4,15.5,86.6,0.179
"BR","K",3,1,1994,"Trifolium pratense",4,15.5,86.6,0.179
"BR","K",3,1,1994,"Trifolium repens",5,37.5,86.6,0.433
"BR","K",3,1,1994,"Tripleurospermum perforatum",4,15.5,86.6,0.179
"BR","K",3,1,1994,"Vicia hirsuta",2,0.1,86.6,0.001
"BR","K",3,2,1995,"Elytrigia arenosa",2,0.1,108.4,0.001
"BR","K",3,2,1995,"Equisetum arvense",2,0.1,108.4,0.001
"BR","K",3,2,1995,"Lolium perenne",2,0.1,108.4,0.001
"BR","K",3,2,1995,"Medicago lupulina",3,2.5,108.4,0.023
"BR","K",3,2,1995,"Taraxacum officinale",4,15.5,108.4,0.143
"BR","K",3,2,1995,"Trifolium pratense",3,2.5,108.4,0.023
"BR","K",3,2,1995,"Trifolium repens",7,87.5,108.4,0.807
"BR","K",3,2,1995,"Vicia hirsuta",2,0.1,108.4,0.001
"BR","K",3,3,1996,"Elytrigia arenosa",4,15.5,124,0.125
"BR","K",3,3,1996,"Equisetum arvense",3,2.5,124,0.02
"BR","K",3,3,1996,"Lolium perenne",4,15.5,124,0.125
"BR","K",3,3,1996,"Taraxacum officinale",5,37.5,124,0.302
"BR","K",3,3,1996,"Trifolium pratense",4,15.5,124,0.125
"BR","K",3,3,1996,"Trifolium repens",5,37.5,124,0.302
"BR","K",3,4,1997,"Cirsium arvense",2,0.1,85.6,0.001
"BR","K",3,4,1997,"Elytrigia arenosa",6,62.5,85.6,0.73
