"site","location","plot","time","year","spec","cover.c","cover.p","cover.tot","w"
"BL","H_10x10",76,7,2001,"Solidago canadensis",4,15.5,83.3,0.186
"BL","H_10x10",76,8,2002,"Calamagrostis epigejos",6,62.5,80.5,0.776
"BL","H_10x10",76,8,2002,"Rosa canina",3,2.5,80.5,0.031
"BL","H_10x10",76,8,2002,"Solidago canadensis",4,15.5,80.5,0.193
"BL","H_10x10",76,9,2003,"Calamagrostis epigejos",6,62.5,118,0.53
"BL","H_10x10",76,9,2003,"Fraxinus excelsior",3,2.5,118,0.021
"BL","H_10x10",76,9,2003,"Rosa rubiginosa",4,15.5,118,0.131
"BL","H_10x10",76,9,2003,"Solidago canadensis",5,37.5,118,0.318
"BL","H_10x10",76,10,2004,"Calamagrostis epigejos",5,37.5,90.6,0.414
"BL","H_10x10",76,10,2004,"Poa trivialis",2,0.1,90.6,0.001
"BL","H_10x10",76,10,2004,"Rosa canina",4,15.5,90.6,0.171
"BL","H_10x10",76,10,2004,"Solidago canadensis",5,37.5,90.6,0.414
"BL","H_10x10",76,11,2005,"Calamagrostis epigejos",7,87.5,143,0.612
"BL","H_10x10",76,11,2005,"Fraxinus excelsior",3,2.5,143,0.017
"BL","H_10x10",76,11,2005,"Rosa canina",5,37.5,143,0.262
"BL","H_10x10",76,11,2005,"Solidago canadensis",4,15.5,143,0.108
"BL","H_10x10",76,12,2006,"Calamagrostis epigejos",6,62.5,165.1,0.379
"BL","H_10x10",76,12,2006,"Fraxinus excelsior",3,2.5,165.1,0.015
"BL","H_10x10",76,12,2006,"Poa trivialis",2,0.1,165.1,0.001
"BL","H_10x10",76,12,2006,"Rosa canina",5,37.5,165.1,0.227
"BL","H_10x10",76,12,2006,"Solidago canadensis",6,62.5,165.1,0.379
"BL","H_10x10",76,13,2007,"Calamagrostis epigejos",6,62.5,140.7,0.444
"BL","H_10x10",76,13,2007,"Epilobium tetragonum",2,0.1,140.7,0.001
"BL","H_10x10",76,13,2007,"Fraxinus excelsior",4,15.5,140.7,0.11
"BL","H_10x10",76,13,2007,"Rosa canina",6,62.5,140.7,0.444
"BL","H_10x10",76,13,2007,"Solidago canadensis",2,0.1,140.7,0.001
"BL","H_10x10",76,14,2008,"Calamagrostis epigejos",5,37.5,156,0.24
"BL","H_10x10",76,14,2008,"Fraxinus excelsior",4,15.5,156,0.099
"BL","H_10x10",76,14,2008,"Rosa canina",7,87.5,156,0.561
"BL","H_10x10",76,14,2008,"Solidago canadensis",4,15.5,156,0.099
"BL","H_10x10",76,15,2009,"Calamagrostis epigejos",6,62.5,165.6,0.377
"BL","H_10x10",76,15,2009,"Fraxinus excelsior",4,15.5,165.6,0.094
"BL","H_10x10",76,15,2009,"Poa trivialis",2,0.1,165.6,0.001
"BL","H_10x10",76,15,2009,"Rosa canina",7,87.5,165.6,0.528
"BL","H_10x10",76,16,2010,"Calamagrostis epigejos",5,37.5,161,0.233
"BL","H_10x10",76,16,2010,"Cornus alba",3,2.5,161,0.016
"BL","H_10x10",76,16,2010,"Fraxinus excelsior",4,15.5,161,0.096
"BL","H_10x10",76,16,2010,"Poa trivialis",4,15.5,161,0.096
"BL","H_10x10",76,16,2010,"Rosa rubiginosa",7,87.5,161,0.543
"BL","H_10x10",76,16,2010,"Solidago canadensis",3,2.5,161,0.016
"BL","H_10x10",76,17,2011,"Calamagrostis epigejos",6,62.5,161.1,0.388
"BL","H_10x10",76,17,2011,"Fraxinus excelsior",2,0.1,161.1,0.001
"BL","H_10x10",76,17,2011,"Poa trivialis",3,2.5,161.1,0.016
"BL","H_10x10",76,17,2011,"Rosa canina",6,62.5,161.1,0.388
"BL","H_10x10",76,17,2011,"Rosa rubiginosa",4,15.5,161.1,0.096
"BL","H_10x10",76,17,2011,"Sambucus nigra",3,2.5,161.1,0.016
"BL","H_10x10",76,17,2011,"Solidago canadensis",4,15.5,161.1,0.096
"BL","H_10x10",76,18,2012,"Calamagrostis epigejos",6,62.5,96,0.651
"BL","H_10x10",76,18,2012,"Rosa canina",4,15.5,96,0.161
"BL","H_10x10",76,18,2012,"Sambucus nigra",3,2.5,96,0.026
"BL","H_10x10",76,18,2012,"Solidago canadensis",4,15.5,96,0.161
"BL","H_10x10",76,19,2013,"Calamagrostis epigejos",6,62.5,196.2,0.319
"BL","H_10x10",76,19,2013,"Cornus alba",3,2.5,196.2,0.013
"BL","H_10x10",76,19,2013,"Fraxinus excelsior",4,15.5,196.2,0.079
"BL","H_10x10",76,19,2013,"Poa pratensis",2,0.1,196.2,0.001
"BL","H_10x10",76,19,2013,"Rosa canina",2,0.1,196.2,0.001
"BL","H_10x10",76,19,2013,"Rosa rubiginosa",6,62.5,196.2,0.319
"BL","H_10x10",76,19,2013,"Sambucus nigra",4,15.5,196.2,0.079
"BL","H_10x10",76,19,2013,"Solidago canadensis",5,37.5,196.2,0.191
"BL","H_10x10",76,20,2014,"Calamagrostis epigejos",7,87.5,156.1,0.561
"BL","H_10x10",76,20,2014,"Fraxinus excelsior",2,0.1,156.1,0.001
"BL","H_10x10",76,20,2014,"Rosa canina",5,37.5,156.1,0.24
"BL","H_10x10",76,20,2014,"Sambucus nigra",4,15.5,156.1,0.099
"BL","H_10x10",76,20,2014,"Solidago canadensis",4,15.5,156.1,0.099
"BL","H_10x10",76,21,2015,"Acer pseudoplatanus",2,0.1,145.6,0.001
"BL","H_10x10",76,21,2015,"Calamagrostis epigejos",7,87.5,145.6,0.601
"BL","H_10x10",76,21,2015,"Poa trivialis",3,2.5,145.6,0.017
"BL","H_10x10",76,21,2015,"Rosa canina",5,37.5,145.6,0.258
"BL","H_10x10",76,21,2015,"Sambucus nigra",3,2.5,145.6,0.017
"BL","H_10x10",76,21,2015,"Solidago canadensis",4,15.5,145.6,0.106
"BL","H_10x10",76,22,2016,"Calamagrostis epigejos",7,87.5,145.6,0.601
"BL","H_10x10",76,22,2016,"Cornus alba",3,2.5,145.6,0.017
"BL","H_10x10",76,22,2016,"Poa trivialis",2,0.1,145.6,0.001
"BL","H_10x10",76,22,2016,"Rosa canina",5,37.5,145.6,0.258
"BL","H_10x10",76,22,2016,"Sambucus nigra",3,2.5,145.6,0.017
"BL","H_10x10",76,22,2016,"Solidago canadensis",4,15.5,145.6,0.106
"BL","H_10x10",76,23,2017,"Arrhenatherum elatius",4,15.5,181.2,0.086
"BL","H_10x10",76,23,2017,"Calamagrostis epigejos",7,87.5,181.2,0.483
"BL","H_10x10",76,23,2017,"Poa trivialis",2,0.1,181.2,0.001
"BL","H_10x10",76,23,2017,"Prunus domestica",2,0.1,181.2,0.001
"BL","H_10x10",76,23,2017,"Rosa canina",6,62.5,181.2,0.345
"BL","H_10x10",76,23,2017,"Solidago canadensis",4,15.5,181.2,0.086
"BL","H_10x10",76,24,2018,"Arrhenatherum elatius",4,15.5,183.5,0.084
"BL","H_10x10",76,24,2018,"Calamagrostis epigejos",6,62.5,183.5,0.341
"BL","H_10x10",76,24,2018,"Cornus alba",3,2.5,183.5,0.014
"BL","H_10x10",76,24,2018,"Rosa canina",7,87.5,183.5,0.477
"BL","H_10x10",76,24,2018,"Solidago canadensis",4,15.5,183.5,0.084
"BL","H_10x10",77,1,1995,"Amaranthus blitoides",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Amaranthus retroflexus",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Bassia scoparia",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Capsella bursa-pastoris",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Chenopodium album",5,37.5,83.2,0.451
"BL","H_10x10",77,1,1995,"Euphorbia helioscopia",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Fallopia convolvulus",3,2.5,83.2,0.03
"BL","H_10x10",77,1,1995,"Lamium amplexicaule",3,2.5,83.2,0.03
"BL","H_10x10",77,1,1995,"Plantago intermedia",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Solanum nigrum",2,0.1,83.2,0.001
"BL","H_10x10",77,1,1995,"Stellaria media",5,37.5,83.2,0.451
"BL","H_10x10",77,1,1995,"Veronica arvensis",3,2.5,83.2,0.03
"BL","H_10x10",77,2,1996,"Atriplex oblongifolia",2,0.1,121.7,0.001
"BL","H_10x10",77,2,1996,"Capsella bursa-pastoris",4,15.5,121.7,0.127
"BL","H_10x10",77,2,1996,"Conyza canadensis",7,87.5,121.7,0.719
"BL","H_10x10",77,2,1996,"Crepis biennis",2,0.1,121.7,0.001
"BL","H_10x10",77,2,1996,"Elytrigia arenosa",2,0.1,121.7,0.001
"BL","H_10x10",77,2,1996,"Epilobium tetragonum",2,0.1,121.7,0.001
"BL","H_10x10",77,2,1996,"Fraxinus excelsior",2,0.1,121.7,0.001
"BL","H_10x10",77,2,1996,"Lactuca serriola",4,15.5,121.7,0.127
"BL","H_10x10",77,2,1996,"Picris hieracioides",3,2.5,121.7,0.021
"BL","H_10x10",77,2,1996,"Sisymbrium loeselii",2,0.1,121.7,0.001
"BL","H_10x10",77,2,1996,"Veronica arvensis",2,0.1,121.7,0.001
"BL","H_10x10",77,3,1997,"Cirsium arvense",2,0.1,130.1,0.001
"BL","H_10x10",77,3,1997,"Epilobium ciliatum",3,2.5,130.1,0.019
"BL","H_10x10",77,3,1997,"Epilobium tetragonum",3,2.5,130.1,0.019
"BL","H_10x10",77,3,1997,"Picris hieracioides",7,87.5,130.1,0.673
"BL","H_10x10",77,3,1997,"Sambucus nigra",5,37.5,130.1,0.288
"BL","H_10x10",77,4,1998,"Cirsium arvense",2,0.1,105.6,0.001
"BL","H_10x10",77,4,1998,"Cirsium vulgare",4,15.5,105.6,0.147
"BL","H_10x10",77,4,1998,"Epilobium ciliatum",3,2.5,105.6,0.024
"BL","H_10x10",77,4,1998,"Epilobium tetragonum",7,87.5,105.6,0.829
"BL","H_10x10",77,5,1999,"Agrostis stolonifera",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Cirsium arvense",5,37.5,143.8,0.261
"BL","H_10x10",77,5,1999,"Cirsium vulgare",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Crepis biennis",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Elytrigia arenosa",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Epilobium parviflorum",4,15.5,143.8,0.108
"BL","H_10x10",77,5,1999,"Epilobium tetragonum",7,87.5,143.8,0.608
"BL","H_10x10",77,5,1999,"Fraxinus excelsior",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Lactuca serriola",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Picris hieracioides",2,0.1,143.8,0.001
"BL","H_10x10",77,5,1999,"Poa pratensis",3,2.5,143.8,0.017
"BL","H_10x10",77,5,1999,"Taraxacum officinale",2,0.1,143.8,0.001
"BL","H_10x10",77,6,2000,"Calamagrostis epigejos",3,2.5,68,0.037
"BL","H_10x10",77,6,2000,"Cirsium arvense",5,37.5,68,0.551
"BL","H_10x10",77,6,2000,"Cirsium vulgare",3,2.5,68,0.037
"BL","H_10x10",77,6,2000,"Epilobium parviflorum",4,15.5,68,0.228
"BL","H_10x10",77,6,2000,"Galium aparine",3,2.5,68,0.037
"BL","H_10x10",77,6,2000,"Poa annua",3,2.5,68,0.037
"BL","H_10x10",77,6,2000,"Poa trivialis",3,2.5,68,0.037
"BL","H_10x10",77,6,2000,"Solidago canadensis",3,2.5,68,0.037
"BL","H_10x10",77,7,2001,"Calamagrostis epigejos",4,15.5,74.5,0.208
"BL","H_10x10",77,7,2001,"Cirsium arvense",4,15.5,74.5,0.208
"BL","H_10x10",77,7,2001,"Cirsium vulgare",3,2.5,74.5,0.034
"BL","H_10x10",77,7,2001,"Elytrigia arenosa",3,2.5,74.5,0.034
"BL","H_10x10",77,7,2001,"Epilobium parviflorum",3,2.5,74.5,0.034
"BL","H_10x10",77,7,2001,"Epilobium tetragonum",3,2.5,74.5,0.034
"BL","H_10x10",77,7,2001,"Fraxinus excelsior",3,2.5,74.5,0.034
"BL","H_10x10",77,7,2001,"Poa trivialis",4,15.5,74.5,0.208
"BL","H_10x10",77,7,2001,"Solidago canadensis",4,15.5,74.5,0.208
"BL","H_10x10",77,8,2002,"Calamagrostis epigejos",6,62.5,80.7,0.774
"BL","H_10x10",77,8,2002,"Elytrigia arenosa",3,2.5,80.7,0.031
"BL","H_10x10",77,8,2002,"Epilobium parviflorum",2,0.1,80.7,0.001
"BL","H_10x10",77,8,2002,"Poa trivialis",2,0.1,80.7,0.001
"BL","H_10x10",77,8,2002,"Solidago canadensis",4,15.5,80.7,0.192
"BL","H_10x10",77,9,2003,"Calamagrostis epigejos",6,62.5,100.2,0.624
"BL","H_10x10",77,9,2003,"Cirsium arvense",2,0.1,100.2,0.001
"BL","H_10x10",77,9,2003,"Picris hieracioides",2,0.1,100.2,0.001
"BL","H_10x10",77,9,2003,"Solidago canadensis",5,37.5,100.2,0.374
"BL","H_10x10",77,10,2004,"Calamagrostis epigejos",6,62.5,100,0.625
"BL","H_10x10",77,10,2004,"Solidago canadensis",5,37.5,100,0.375
"BL","H_10x10",77,11,2005,"Calamagrostis epigejos",7,87.5,105.7,0.828
"BL","H_10x10",77,11,2005,"Cirsium arvense",2,0.1,105.7,0.001
"BL","H_10x10",77,11,2005,"Elytrigia arenosa",2,0.1,105.7,0.001
"BL","H_10x10",77,11,2005,"Fraxinus excelsior",3,2.5,105.7,0.024
"BL","H_10x10",77,11,2005,"Solidago canadensis",4,15.5,105.7,0.147
"BL","H_10x10",77,12,2006,"Calamagrostis epigejos",7,87.5,130,0.673
"BL","H_10x10",77,12,2006,"Elytrigia arenosa",3,2.5,130,0.019
"BL","H_10x10",77,12,2006,"Fraxinus excelsior",3,2.5,130,0.019
"BL","H_10x10",77,12,2006,"Solidago canadensis",5,37.5,130,0.288
"BL","H_10x10",77,13,2007,"Calamagrostis epigejos",7,87.5,108,0.81
"BL","H_10x10",77,13,2007,"Epilobium tetragonum",3,2.5,108,0.023
"BL","H_10x10",77,13,2007,"Fraxinus excelsior",4,15.5,108,0.144
"BL","H_10x10",77,13,2007,"Solidago canadensis",3,2.5,108,0.023
"BL","H_10x10",77,14,2008,"Calamagrostis epigejos",7,87.5,134.3,0.652
"BL","H_10x10",77,14,2008,"Epilobium ciliatum",4,15.5,134.3,0.115
"BL","H_10x10",77,14,2008,"Epilobium parviflorum",2,0.1,134.3,0.001
"BL","H_10x10",77,14,2008,"Epilobium tetragonum",2,0.1,134.3,0.001
"BL","H_10x10",77,14,2008,"Fraxinus excelsior",4,15.5,134.3,0.115
"BL","H_10x10",77,14,2008,"Rosa canina",4,15.5,134.3,0.115
"BL","H_10x10",77,14,2008,"Solidago canadensis",2,0.1,134.3,0.001
"BL","H_10x10",77,15,2009,"Arrhenatherum elatius",2,0.1,121.1,0.001
"BL","H_10x10",77,15,2009,"Calamagrostis epigejos",7,87.5,121.1,0.723
"BL","H_10x10",77,15,2009,"Epilobium parviflorum",3,2.5,121.1,0.021
"BL","H_10x10",77,15,2009,"Fraxinus excelsior",4,15.5,121.1,0.128
"BL","H_10x10",77,15,2009,"Rosa canina",4,15.5,121.1,0.128
"BL","H_10x10",77,16,2010,"Calamagrostis epigejos",7,87.5,118.6,0.738
"BL","H_10x10",77,16,2010,"Fraxinus excelsior",4,15.5,118.6,0.131
"BL","H_10x10",77,16,2010,"Poa trivialis",2,0.1,118.6,0.001
"BL","H_10x10",77,16,2010,"Rosa rubiginosa",4,15.5,118.6,0.131
"BL","H_10x10",77,17,2011,"Arrhenatherum elatius",2,0.1,143.1,0.001
"BL","H_10x10",77,17,2011,"Calamagrostis epigejos",7,87.5,143.1,0.611
"BL","H_10x10",77,17,2011,"Rosa canina",5,37.5,143.1,0.262
"BL","H_10x10",77,17,2011,"Rosa rubiginosa",4,15.5,143.1,0.108
"BL","H_10x10",77,17,2011,"Solidago canadensis",3,2.5,143.1,0.017
"BL","H_10x10",77,18,2012,"Calamagrostis epigejos",7,87.5,125.1,0.699
"BL","H_10x10",77,18,2012,"Epilobium tetragonum",2,0.1,125.1,0.001
"BL","H_10x10",77,18,2012,"Rosa canina",5,37.5,125.1,0.3
"BL","H_10x10",77,19,2013,"Acer pseudoplatanus",3,2.5,90.3,0.028
"BL","H_10x10",77,19,2013,"Calamagrostis epigejos",7,87.5,90.3,0.969
"BL","H_10x10",77,19,2013,"Poa pratensis",2,0.1,90.3,0.001
"BL","H_10x10",77,19,2013,"Prunus domestica",2,0.1,90.3,0.001
"BL","H_10x10",77,19,2013,"Rosa canina",2,0.1,90.3,0.001
"BL","H_10x10",77,20,2014,"Calamagrostis epigejos",7,87.5,105.6,0.829
"BL","H_10x10",77,20,2014,"Cornus alba",3,2.5,105.6,0.024
"BL","H_10x10",77,20,2014,"Poa trivialis",2,0.1,105.6,0.001
"BL","H_10x10",77,20,2014,"Rosa canina",4,15.5,105.6,0.147
"BL","H_10x10",77,21,2015,"Acer pseudoplatanus",4,15.5,121.1,0.128
"BL","H_10x10",77,21,2015,"Arrhenatherum elatius",3,2.5,121.1,0.021
"BL","H_10x10",77,21,2015,"Calamagrostis epigejos",7,87.5,121.1,0.723
"BL","H_10x10",77,21,2015,"Cornus sanguinea",2,0.1,121.1,0.001
"BL","H_10x10",77,21,2015,"Rosa canina",4,15.5,121.1,0.128
"BL","H_10x10",77,22,2016,"Acer pseudoplatanus",4,15.5,121,0.128
"BL","H_10x10",77,22,2016,"Calamagrostis epigejos",7,87.5,121,0.723
"BL","H_10x10",77,22,2016,"Cornus alba",3,2.5,121,0.021
"BL","H_10x10",77,22,2016,"Rosa canina",4,15.5,121,0.128
"BL","H_10x10",77,23,2017,"Acer pseudoplatanus",4,15.5,141.5,0.11
"BL","H_10x10",77,23,2017,"Arrhenatherum elatius",4,15.5,141.5,0.11
"BL","H_10x10",77,23,2017,"Calamagrostis epigejos",7,87.5,141.5,0.618
"BL","H_10x10",77,23,2017,"Cornus alba",3,2.5,141.5,0.018
"BL","H_10x10",77,23,2017,"Cornus sanguinea",3,2.5,141.5,0.018
"BL","H_10x10",77,23,2017,"Rosa canina",4,15.5,141.5,0.11
"BL","H_10x10",77,23,2017,"Rubus fruticosus",3,2.5,141.5,0.018
"BL","H_10x10",77,24,2018,"Acer pseudoplatanus",5,37.5,168.5,0.223
"BL","H_10x10",77,24,2018,"Arrhenatherum elatius",6,62.5,168.5,0.371
"BL","H_10x10",77,24,2018,"Calamagrostis epigejos",4,15.5,168.5,0.092
"BL","H_10x10",77,24,2018,"Rosa canina",5,37.5,168.5,0.223
"BL","H_10x10",77,24,2018,"Rubus armeniacus",4,15.5,168.5,0.092
"BL","H_10x10",78,1,1995,"Amaranthus blitoides",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Bassia scoparia",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Capsella bursa-pastoris",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Chenopodium album",5,37.5,103.4,0.363
"BL","H_10x10",78,1,1995,"Lactuca serriola",3,2.5,103.4,0.024
"BL","H_10x10",78,1,1995,"Lamium amplexicaule",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Solanum nigrum",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Sonchus oleraceus",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Stellaria media",6,62.5,103.4,0.604
"BL","H_10x10",78,1,1995,"Taraxacum officinale",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Veronica agrestis",2,0.1,103.4,0.001
"BL","H_10x10",78,1,1995,"Veronica arvensis",2,0.1,103.4,0.001
"BL","H_10x10",78,2,1996,"Achillea millefolium",2,0.1,112.2,0.001
"BL","H_10x10",78,2,1996,"Artemisia vulgaris",2,0.1,112.2,0.001
"BL","H_10x10",78,2,1996,"Cirsium vulgare",2,0.1,112.2,0.001
"BL","H_10x10",78,2,1996,"Conyza canadensis",6,62.5,112.2,0.557
"BL","H_10x10",78,2,1996,"Crepis biennis",4,15.5,112.2,0.138
"BL","H_10x10",78,2,1996,"Epilobium tetragonum",2,0.1,112.2,0.001
"BL","H_10x10",78,2,1996,"Lactuca serriola",4,15.5,112.2,0.138
"BL","H_10x10",78,2,1996,"Picris hieracioides",2,0.1,112.2,0.001
"BL","H_10x10",78,2,1996,"Sisymbrium loeselii",3,2.5,112.2,0.022
"BL","H_10x10",78,2,1996,"Taraxacum officinale",2,0.1,112.2,0.001
"BL","H_10x10",78,2,1996,"Tripleurospermum perforatum",4,15.5,112.2,0.138
"BL","H_10x10",78,2,1996,"Tussilago farfara",2,0.1,112.2,0.001
"BL","H_10x10",78,3,1997,"Cirsium arvense",3,2.5,75,0.033
"BL","H_10x10",78,3,1997,"Epilobium ciliatum",3,2.5,75,0.033
"BL","H_10x10",78,3,1997,"Epilobium tetragonum",3,2.5,75,0.033
"BL","H_10x10",78,3,1997,"Lactuca serriola",3,2.5,75,0.033
"BL","H_10x10",78,3,1997,"Picris hieracioides",6,62.5,75,0.833
"BL","H_10x10",78,3,1997,"Sisymbrium loeselii",3,2.5,75,0.033
"BL","H_10x10",78,4,1998,"Cirsium arvense",3,2.5,95,0.026
"BL","H_10x10",78,4,1998,"Cirsium vulgare",3,2.5,95,0.026
"BL","H_10x10",78,4,1998,"Epilobium ciliatum",3,2.5,95,0.026
"BL","H_10x10",78,4,1998,"Epilobium tetragonum",7,87.5,95,0.921
"BL","H_10x10",78,5,1999,"Cirsium arvense",4,15.5,96.1,0.161
"BL","H_10x10",78,5,1999,"Epilobium parviflorum",4,15.5,96.1,0.161
"BL","H_10x10",78,5,1999,"Epilobium tetragonum",6,62.5,96.1,0.65
"BL","H_10x10",78,5,1999,"Picris hieracioides",3,2.5,96.1,0.026
"BL","H_10x10",78,5,1999,"Taraxacum officinale",2,0.1,96.1,0.001
"BL","H_10x10",78,6,2000,"Calamagrostis epigejos",3,2.5,85.7,0.029
"BL","H_10x10",78,6,2000,"Cirsium arvense",6,62.5,85.7,0.729
"BL","H_10x10",78,6,2000,"Epilobium parviflorum",4,15.5,85.7,0.181
"BL","H_10x10",78,6,2000,"Epilobium tetragonum",2,0.1,85.7,0.001
"BL","H_10x10",78,6,2000,"Picris hieracioides",3,2.5,85.7,0.029
"BL","H_10x10",78,6,2000,"Solidago canadensis",3,2.5,85.7,0.029
"BL","H_10x10",78,6,2000,"Torilis japonica",2,0.1,85.7,0.001
"BL","H_10x10",78,7,2001,"Calamagrostis epigejos",4,15.5,104.6,0.148
"BL","H_10x10",78,7,2001,"Cirsium arvense",4,15.5,104.6,0.148
"BL","H_10x10",78,7,2001,"Epilobium parviflorum",4,15.5,104.6,0.148
"BL","H_10x10",78,7,2001,"Epilobium tetragonum",5,37.5,104.6,0.359
